Date,Ticker,Yfinance_Ticker,Trade,Shares
15/01/21,BNDX,BNDX,Buy,2
15/02/21,VTI,VTI,Buy,2
15/02/21,VXUS,VXUS,Buy,4
15/02/21,BND,BND,Buy,3
15/02/21,BNDX,BNDX,Buy,2
15/03/21,VTI,VTI,Buy,1
15/03/21,VXUS,VXUS,Buy,4
15/03/21,BND,BND,Buy,3
15/03/21,BNDX,BNDX,Buy,2
15/04/21,VTI,VTI,Buy,2
15/04/21,VXUS,VXUS,Buy,4
15/04/21,BND,BND,Buy,4
15/04/21,BNDX,BNDX,Buy,2
15/05/21,VTI,VTI,Buy,1
15/05/21,VXUS,VXUS,Buy,4
15/05/21,BND,BND,Buy,3
15/05/21,BNDX,BNDX,Buy,2
15/06/21,VTI,VTI,Buy,2
15/06/21,VXUS,VXUS,Buy,4
15/06/21,BND,BND,Buy,4
15/06/21,BNDX,BNDX,Buy,2
15/07/21,VTI,VTI,Buy,1
15/07/21,VXUS,VXUS,Buy,4
15/07/21,BND,BND,Buy,3
15/07/21,BNDX,BNDX,Buy,2
15/08/21,VTI,VTI,Buy,2
15/08/21,VXUS,VXUS,Buy,4
15/08/21,BND,BND,Buy,4
15/08/21,BNDX,BNDX,Buy,2
15/09/21,VTI,VTI,Buy,1
15/09/21,VXUS,VXUS,Buy,4
15/09/21,BND,BND,Buy,3
15/09/21,BNDX,BNDX,Buy,2
15/10/21,VTI,VTI,Buy,1
15/10/21,VXUS,VXUS,Buy,4
15/10/21,BND,BND,Buy,4
15/10/21,BNDX,BNDX,Buy,2
15/11/21,VTI,VTI,Buy,1
15/11/21,VXUS,VXUS,Buy,4
15/11/21,BND,BND,Buy,4
15/11/21,BNDX,BNDX,Buy,2
15/12/21,VTI,VTI,Buy,2
15/12/21,VXUS,VXUS,Buy,5
15/12/21,BND,BND,Buy,4
15/12/21,BNDX,BNDX,Buy,2
15/01/22,VTI,VTI,Buy,1
15/01/22,VXUS,VXUS,Buy,4
15/01/22,BND,BND,Buy,3
15/01/22,BNDX,BNDX,Buy,2
15/02/22,VTI,VTI,Buy,2
15/02/22,VXUS,VXUS,Buy,4
15/02/22,BND,BND,Buy,4
15/02/22,BNDX,BNDX,Buy,2
15/03/22,VTI,VTI,Buy,2
15/03/22,VXUS,VXUS,Buy,5
15/03/22,BND,BND,Buy,4
15/03/22,BNDX,BNDX,Buy,3
15/04/22,VTI,VTI,Buy,1
15/04/22,VXUS,VXUS,Buy,4
15/04/22,BND,BND,Buy,4
15/04/22,BNDX,BNDX,Buy,2
15/05/22,VTI,VTI,Buy,2
15/05/22,VXUS,VXUS,Buy,5
15/05/22,BND,BND,Buy,4
15/05/22,BNDX,BNDX,Buy,3
15/06/22,VTI,VTI,Buy,2
15/06/22,VXUS,VXUS,Buy,5
15/06/22,BND,BND,Buy,4
15/06/22,BNDX,BNDX,Buy,2
15/07/22,VTI,VTI,Buy,2
15/07/22,VXUS,VXUS,Buy,5
15/07/22,BND,BND,Buy,4
15/07/22,BNDX,BNDX,Buy,2
15/08/22,VTI,VTI,Buy,1
15/08/22,VXUS,VXUS,Buy,4
15/08/22,BND,BND,Buy,3
15/08/22,BNDX,BNDX,Buy,2
